CostumerID,WorkerID,ComplaintID,Date,Reason,DealtWith
14787,4127237,1425986,17/01/1981,Wants to rent a car,YES
14788,9951278,6423565,01/12/1970,Broken window,YES
14789,2495052,6391398,06/01/1982,Wants to update data,YES
14790,1754408,819286,02/09/1968,Unhappy costumer,YES
14791,3182285,2319505,03/03/1951,Broken window,NO
14792,7699066,5148039,12/06/1987,Problem with insurance,YES
14793,5983524,3323486,27/06/1962,Battery died,YES
14794,3892863,1643043,01/05/1972,Complaint about a worker,NO
14795,7555112,2958916,21/12/1994,Weird noises,YES
14796,3969789,4107364,26/07/1969,Wants to extend renting period,YES
14797,7625060,9193410,09/05/1985,Wants to rent a car,YES
14798,3881048,791535,05/04/1958,Brakes are broken,NO
14799,5142815,5094252,18/09/1968,Car died,YES
14800,6703662,1297295,21/06/1994,Lights are out,YES
14801,4341266,6333935,09/12/1966,Weird noises,YES
14802,1465642,8527567,08/08/1991,Problem with insurance,NO
14803,8622805,3294407,30/06/1998,Flat tire,YES
14804,9807945,6230991,17/04/1991,Weird noises,NO
14805,5234643,9734040,13/06/1985,Wants to rent a car,YES
14806,8715258,1094523,11/09/1955,Lights are out,YES
14807,5168049,8296411,31/12/1999,Car died,YES
14808,1902279,9619751,22/09/1951,Flat tire,YES
14809,473055,9296595,18/11/1980,Battery died,NO
14810,5574679,9980050,08/06/1970,Weird noises,NO
14811,4288311,6988809,30/04/1986,Unhappy costumer,YES
14812,9875137,922355,05/12/1964,Broken window,YES
14813,5087846,2958408,01/12/1976,Problem with insurance,YES
14814,4222395,5797523,13/10/1985,Unhappy costumer,NO
14815,2781074,7866056,18/08/1992,Wants to update data,NO
14816,1069749,5618023,17/10/1978,Wants to rent a car,NO
14817,772726,2353600,28/09/1964,Wants to update data,NO
14818,1865243,1292984,27/05/2000,Wants to rent a car,NO
14819,3678889,9887060,14/02/1988,Flat tire,YES
14820,3694425,9789751,14/06/1954,Brakes are broken,NO
14821,4394539,3794077,04/10/1983,Complaint about a worker,YES
14822,3027141,6010456,24/11/1954,Broken window,YES
14823,442914,1959904,26/11/1951,Brakes are broken,YES
14824,5969025,1894382,24/09/1995,Problem with insurance,NO
14825,2620608,4400638,22/06/1980,Battery died,YES
14826,4449533,62808,18/01/1968,Battery died,YES
14827,9073721,9519376,14/09/1981,Brakes are broken,YES
14828,87612,9887482,09/08/1963,Complaint about a worker,NO
14829,5043531,5044951,08/07/1989,Wants to update data,NO
14830,4604728,1842313,27/08/2000,Wants to rent a car,NO
14831,5997713,4188777,27/03/1963,Car died,YES
14832,6252559,7356644,08/06/1956,Wants to extend renting period,NO
14833,826240,9319973,14/03/1994,Wants to rent a car,YES
14834,8807475,5438751,27/02/1970,Lights are out,YES
14835,6511020,4913047,19/10/2000,Flat tire,NO
14836,6155900,8078897,10/12/1994,Lights are out,NO
14837,3420148,8599788,13/08/1998,Car died,YES
14838,8953658,5431245,11/02/1983,Wants to update data,YES
14839,3542333,8493668,20/09/1989,Wants to rent a car,YES
14840,7481219,638408,26/02/1984,Complaint about a worker,NO
14841,5923183,6843358,23/02/1962,Problem with insurance,NO
14842,4268076,2104938,29/05/1973,Wants to update data,NO
14843,9227973,696355,16/08/1963,Brakes are broken,NO
14844,3653798,4409309,21/09/1979,Problem with insurance,YES
14845,7999806,8784567,04/01/1971,Broken window,YES
14846,470478,5131794,05/12/1993,Wants to rent a car,YES
14847,8991409,444226,07/10/1991,Problem with insurance,NO
14848,2114919,7010078,03/03/1997,Lights are out,NO
14849,5737138,4436529,21/12/1983,Weird noises,NO
14850,7309672,118169,05/03/1977,Flat tire,NO
14851,9492689,1341203,18/09/1993,Brakes are broken,NO
14852,1911916,9466190,12/01/1967,Problem with insurance,NO
14853,271637,8045842,15/02/1967,Car died,YES
14854,2204713,9873936,22/06/1981,Car died,YES
14855,6523331,5421395,20/07/1972,Complaint about a worker,NO
14856,5650217,1046054,02/11/1954,Complaint about a worker,NO
14857,2311052,326876,21/11/1972,Wants to rent a car,YES
14858,4116782,9170168,15/06/1968,Complaint about a worker,NO
14859,8040220,8218732,25/02/1984,Wants to rent a car,YES
14860,3950927,2136265,11/01/1971,Unhappy costumer,YES
14861,8338919,3707139,28/05/1971,Unhappy costumer,NO
14862,1851015,7980767,15/01/1996,Complaint about a worker,YES
14863,6130144,9702278,14/07/1978,Weird noises,YES
14864,6247491,1805964,19/07/1961,Wants to rent a car,YES
14865,7156005,4951258,27/10/1951,Wants to extend renting period,NO
14866,9402187,2030907,22/05/1979,Unhappy costumer,NO
14867,9453694,6356427,13/09/1964,Lights are out,NO
14868,9476127,5801020,24/12/1979,Wants to update data,YES
14869,7063893,741188,30/01/1970,Weird noises,YES
14870,9693318,7091289,29/05/1986,Flat tire,NO
14871,8604221,2908171,03/08/1985,Brakes are broken,NO
14872,5946826,5578508,09/06/1993,Wants to update data,NO
14873,9472418,1871258,11/01/1990,Problem with insurance,NO
14874,1093917,7525304,24/10/1988,Wants to rent a car,YES
14875,5192515,7478224,12/02/1972,Wants to rent a car,YES
14876,2806858,7166809,08/03/1960,Wants to update data,YES
14877,3233002,9748480,17/04/1971,Broken window,NO
14878,3859749,6782168,10/06/1991,Battery died,YES
14879,2803188,1140009,11/09/1977,Wants to update data,NO
14880,8816733,8823495,16/11/1989,Wants to rent a car,NO
14881,6058041,1540981,12/07/1967,Wants to update data,NO
14882,9848904,4427649,28/07/1987,Brakes are broken,NO
14883,1151709,9220290,24/02/1990,Battery died,NO
14884,1313055,4839167,15/12/1979,Wants to rent a car,YES
14885,2120270,2413587,16/06/1961,Weird noises,NO
14886,4333253,347481,01/08/1957,Weird noises,YES
14887,9417543,7286651,03/02/1981,Flat tire,YES
14888,7112631,2630475,03/12/1994,Wants to rent a car,NO
14889,6271602,7289042,11/03/1984,Wants to extend renting period,YES
14890,4227810,8780439,05/08/1976,Car died,YES
14891,1325163,5944490,05/09/1998,Car died,NO
14892,4768628,2943711,23/02/1968,Unhappy costumer,YES
14893,9855692,8780468,26/01/1959,Wants to extend renting period,NO
14894,2377295,5176757,08/11/1950,Unhappy costumer,YES
14895,4715885,154360,15/03/1993,Complaint about a worker,NO
14896,309773,3265980,16/10/1983,Car died,NO
14897,1870385,1333744,12/02/1979,Car died,NO
14898,4575419,7446748,22/03/1994,Brakes are broken,NO
14899,9466875,5144436,28/02/1977,Wants to rent a car,NO
14900,9303723,7058012,01/08/1992,Wants to extend renting period,NO
14901,3239592,8680523,29/03/1989,Flat tire,YES
14902,5793243,9896292,02/04/1987,Problem with insurance,YES
14903,8192359,8703248,29/12/2000,Complaint about a worker,YES
14904,2406006,633120,24/12/1974,Weird noises,YES
14905,7180984,3864749,14/11/1987,Complaint about a worker,NO
14906,7268221,8341143,01/07/1979,Weird noises,NO
14907,167503,1472903,21/12/1983,Wants to update data,NO
14908,6049715,8533988,04/03/1997,Complaint about a worker,YES
14909,5993988,6089473,03/01/1958,Unhappy costumer,NO
14910,6628824,1453960,06/09/1978,Lights are out,NO
14911,998481,6708013,07/04/1993,Wants to update data,YES
14912,5687505,4130425,10/04/1982,Car died,YES
14913,749507,7175075,13/02/1979,Weird noises,YES
14914,5548751,7293697,10/08/1960,Battery died,NO
14915,3914011,2805644,07/01/1953,Lights are out,YES
14916,2946618,4116865,13/07/1977,Problem with insurance,YES
14917,7565308,6711569,11/03/1978,Car died,NO
14918,8312975,1720210,24/08/1986,Brakes are broken,YES
14919,2929704,6573777,24/01/1966,Car died,YES
14920,3407478,6295252,01/06/1956,Flat tire,NO
14921,892923,4419062,16/07/1995,Weird noises,NO
14922,9532764,8460247,29/05/1998,Wants to rent a car,YES
14923,6932776,7296504,14/02/1971,Problem with insurance,YES
14924,4916301,457157,16/11/2000,Flat tire,YES
14925,3267905,5246852,09/07/1989,Lights are out,YES
14926,5878432,3290994,19/04/1960,Weird noises,YES
14927,7994099,3226995,04/12/1999,Wants to rent a car,NO
14928,8284047,6613844,27/07/1986,Wants to update data,NO
14929,5342774,790657,22/08/1982,Brakes are broken,NO
14930,1352478,9038932,16/01/1978,Complaint about a worker,NO
14931,5158465,2425212,05/05/1999,Wants to rent a car,NO
14932,3389945,5360849,29/04/1956,Broken window,YES
14933,3472419,3920791,18/01/1974,Lights are out,NO
14934,5737452,1678858,27/03/1966,Flat tire,NO
14935,7672275,5651712,21/11/1973,Weird noises,YES
14936,2692606,8786598,18/01/1995,Weird noises,YES
14937,8145798,887125,13/06/1950,Wants to rent a car,YES
14938,7259676,9521462,06/05/1958,Flat tire,YES
14939,2755647,8401320,08/01/1991,Complaint about a worker,YES
14940,6356507,9423906,12/08/1989,Brakes are broken,YES
14941,6133130,9056823,15/10/1975,Problem with insurance,YES
14942,696723,1783839,22/06/1977,Car died,NO
14943,9657907,191793,25/05/1970,Car died,YES
14944,2003863,4275270,04/03/1981,Wants to rent a car,YES
14945,3375259,544539,07/10/1950,Wants to rent a car,NO
14946,7214125,9277872,02/03/1951,Car died,YES
14947,1943219,8323671,12/01/1990,Problem with insurance,YES
14948,6484113,7801505,08/02/1971,Wants to extend renting period,NO
14949,5552085,3570354,31/12/1956,Lights are out,YES
14950,7050284,9669467,16/03/1972,Lights are out,NO
14951,526504,8715248,27/04/1958,Battery died,NO
14952,3127909,1284340,12/10/1952,Problem with insurance,NO
14953,3895650,6282697,11/02/1983,Lights are out,YES
14954,4955650,1930434,23/05/1999,Lights are out,NO
14955,5337385,2710583,08/05/1959,Wants to rent a car,NO
14956,9888924,7125634,15/12/1953,Broken window,NO
14957,6367781,7933374,06/11/1987,Unhappy costumer,YES
14958,5040102,1934830,03/12/1997,Wants to rent a car,YES
14959,7095977,500802,21/07/1983,Flat tire,NO
14960,8528339,9814391,07/10/1978,Weird noises,NO
14961,1295264,8988858,28/06/1962,Weird noises,YES
14962,8237545,4684313,13/05/1952,Wants to extend renting period,YES
14963,3928636,1399672,28/08/1973,Brakes are broken,YES
14964,9546038,5717284,29/08/1971,Wants to rent a car,NO
14965,9825006,2502364,06/10/1992,Lights are out,NO
14966,6434653,6645551,20/01/1964,Brakes are broken,YES
14967,654655,8210473,30/10/1980,Unhappy costumer,NO
14968,5166865,8607568,13/09/1987,Unhappy costumer,YES
14969,7563615,1137163,23/11/1979,Flat tire,NO
14970,793526,6623868,01/10/1983,Wants to update data,YES
14971,6478210,5480317,04/12/1963,Problem with insurance,YES
14972,1791761,1601085,04/10/1973,Car died,YES
14973,510320,8930198,02/07/1995,Complaint about a worker,YES
14974,4541024,3574224,18/12/1985,Broken window,NO
14975,2576262,9244354,10/10/1993,Wants to extend renting period,NO
14976,3138606,1668570,01/12/1976,Brakes are broken,YES
14977,6205056,740672,30/04/1994,Complaint about a worker,YES
14978,5882433,6044695,22/02/1976,Weird noises,YES
14979,5436591,6481214,04/09/1995,Battery died,NO
14980,5936330,9337419,31/12/1994,Brakes are broken,NO
14981,3166139,5564153,27/01/1990,Weird noises,YES
14982,277109,8791124,25/05/1977,Problem with insurance,YES
14983,883921,1101437,09/12/1992,Wants to rent a car,NO
14984,3704669,5018246,07/03/1954,Battery died,YES
14985,2737677,4812405,03/02/1986,Lights are out,YES
14986,2028563,8401567,13/02/1975,Flat tire,NO
14987,5467042,1953330,03/03/1953,Problem with insurance,YES
14988,6374279,7601892,22/09/1973,Wants to extend renting period,YES
14989,4154332,569728,03/04/1977,Wants to update data,NO
14990,7081655,7914712,26/11/1955,Wants to update data,NO
14991,760021,5200722,31/10/1954,Problem with insurance,NO
14992,4397124,7620889,19/11/1955,Battery died,YES
14993,4447334,9129291,04/02/1966,Lights are out,YES
14994,6022971,3691549,17/05/1985,Wants to rent a car,NO
14995,7971227,6615765,11/04/1964,Brakes are broken,YES
14996,4180647,5237314,22/11/1958,Problem with insurance,NO
14997,8347452,2474874,23/02/1959,Lights are out,NO
14998,9444104,86890,10/11/1986,Unhappy costumer,YES
14999,894920,5198197,10/10/1965,Car died,YES
15000,5903422,4941423,02/12/1998,Wants to rent a car,NO
15001,1552399,4627215,29/01/1970,Problem with insurance,YES
15002,9221599,4642291,22/12/1990,Car died,NO
15003,6533996,4181626,11/06/2000,Wants to rent a car,NO
15004,2784644,852129,11/11/1958,Broken window,YES
15005,271088,6758540,21/11/1957,Flat tire,NO
15006,1921943,4966774,24/05/1974,Wants to extend renting period,NO
15007,2841502,892517,31/03/1957,Unhappy costumer,YES
15008,7860385,9009667,28/10/1999,Battery died,NO
15009,9459167,951282,31/10/1969,Brakes are broken,YES
15010,2189432,5001383,08/11/1970,Battery died,YES
15011,2595170,552047,24/04/1995,Wants to rent a car,NO
15012,5248017,8575830,02/12/1978,Broken window,NO
15013,2781826,6482023,11/09/1960,Problem with insurance,NO
15014,5982594,4565832,22/11/1951,Broken window,NO
15015,6449350,7508247,14/09/1999,Lights are out,YES
15016,8402689,3804587,24/08/1984,Wants to rent a car,YES
15017,6909982,7036715,12/03/1966,Problem with insurance,NO
15018,7515682,9199762,14/09/1994,Broken window,YES
15019,3697348,1958216,27/02/1973,Wants to update data,NO
15020,7890004,3952082,27/03/1967,Flat tire,NO
15021,5795677,8772023,18/03/1963,Weird noises,YES
15022,1866018,1147051,30/01/1974,Wants to extend renting period,NO
15023,50260,9325341,22/05/1969,Unhappy costumer,NO
15024,4022609,256681,24/05/1973,Problem with insurance,NO
15025,7369914,6541902,05/05/1961,Weird noises,NO
15026,9850934,8592052,23/12/1996,Problem with insurance,YES
15027,3340952,7720711,02/10/1964,Problem with insurance,YES
15028,4218663,4585333,20/08/1956,Weird noises,NO
15029,5049065,9018308,30/10/1973,Brakes are broken,YES
15030,8190323,4202128,18/08/1950,Brakes are broken,YES
15031,3577452,7431995,26/08/1954,Car died,YES
15032,7428537,5553546,19/12/1961,Car died,NO
15033,7662178,3870523,14/04/2000,Broken window,NO
15034,3521917,7643879,20/06/1989,Car died,YES
15035,7089272,350100,19/09/1959,Flat tire,YES
15036,2291790,8989231,26/04/1990,Broken window,NO
15037,905906,1667910,28/12/1969,Complaint about a worker,NO
15038,987701,3303052,13/07/1989,Brakes are broken,NO
15039,3561160,2970969,20/06/1953,Problem with insurance,NO
15040,7482191,2373845,14/07/1968,Lights are out,YES
15041,8345029,5081015,23/10/1985,Battery died,NO
15042,2972552,5976348,11/03/1976,Weird noises,NO
15043,6646229,1346391,30/04/1970,Unhappy costumer,YES
15044,7742139,2007715,28/01/1972,Wants to rent a car,YES
15045,2980694,6613745,07/06/1967,Complaint about a worker,YES
15046,8482397,9864291,20/03/1967,Wants to update data,YES
15047,4468571,254345,06/12/1954,Flat tire,NO
15048,4881034,9302608,16/01/1986,Flat tire,YES
15049,2522139,1966971,01/08/1973,Unhappy costumer,YES
15050,7344297,9395381,17/11/1970,Flat tire,NO
15051,3068023,9666231,26/01/1994,Unhappy costumer,YES
15052,6621679,7456686,14/04/1978,Weird noises,NO
15053,4713451,4954057,17/11/1977,Car died,YES
15054,9209389,4784134,06/11/1955,Wants to extend renting period,NO
15055,5981978,8534261,29/06/1968,Brakes are broken,YES
15056,866142,9371891,06/10/1977,Lights are out,NO
15057,2184673,6421837,06/05/1992,Brakes are broken,NO
15058,3804085,7600721,06/12/1986,Wants to rent a car,YES
15059,6724624,6973317,28/02/1960,Wants to rent a car,YES
15060,8211032,9395413,12/12/1964,Unhappy costumer,NO
15061,3763899,4824135,23/11/1971,Wants to extend renting period,YES
15062,3425425,5822870,02/02/1976,Complaint about a worker,NO
15063,803940,6700113,01/01/1962,Car died,NO
15064,3076063,5703784,19/08/1971,Flat tire,YES
15065,7708154,4364039,10/10/1993,Wants to extend renting period,NO
15066,9073388,7997461,06/05/1959,Brakes are broken,NO
15067,8534151,1225756,14/06/1952,Battery died,NO
15068,2917836,3414411,11/02/1972,Battery died,YES
15069,9208795,4150844,21/01/1951,Unhappy costumer,YES
15070,6633892,4904680,21/04/1973,Battery died,YES
15071,8508318,4424477,05/02/1959,Complaint about a worker,YES
15072,9381756,2595526,29/04/1964,Wants to rent a car,YES
15073,8032514,9508401,08/02/1952,Battery died,NO
15074,5710183,7022944,15/07/1960,Car died,YES
15075,8741649,6006435,07/07/1951,Wants to update data,NO
15076,5158781,7315771,31/05/1959,Battery died,NO
15077,3872630,4557989,25/08/1964,Battery died,NO
15078,9256498,8980116,29/12/1975,Wants to update data,YES
15079,9937750,162047,30/04/2000,Flat tire,NO
15080,2867619,8744564,04/10/1951,Broken window,YES
15081,1473042,2519048,13/06/1997,Flat tire,NO
15082,6605661,4064569,03/12/1998,Car died,NO
15083,6736701,8003631,14/02/1979,Wants to update data,YES
15084,4161419,7196649,20/05/1974,Flat tire,YES
15085,2925774,6032953,20/06/1993,Weird noises,YES
15086,9150621,5569162,06/10/1988,Unhappy costumer,YES
15087,641761,4634472,15/02/1955,Problem with insurance,NO
15088,7012372,323399,10/01/1966,Car died,NO
15089,6587551,2815931,18/03/1986,Car died,YES
15090,4378212,6474029,10/04/1971,Lights are out,NO
15091,5861275,7202654,16/11/1957,Brakes are broken,YES
15092,6909844,3232531,19/12/1973,Car died,NO
15093,9695372,1991414,03/04/1970,Flat tire,NO
15094,8213103,1099704,25/05/1995,Problem with insurance,NO
15095,5818369,1070393,16/05/1969,Unhappy costumer,NO
15096,5353994,1716560,15/09/1988,Problem with insurance,NO
15097,5314296,7850847,01/09/1963,Flat tire,NO
15098,6595749,3201807,23/03/1962,Car died,NO
15099,1610369,5162913,04/04/1982,Wants to rent a car,NO
15100,7130473,3312888,26/05/1963,Wants to rent a car,YES
15101,5150843,6988401,16/10/1990,Wants to update data,NO
15102,8041025,6510802,13/09/1996,Wants to rent a car,NO
15103,1365433,370958,02/12/2000,Battery died,YES
15104,6926224,3866673,16/03/1982,Broken window,YES
15105,3895098,6222707,24/09/1955,Battery died,YES
15106,2864646,3746032,28/01/1996,Wants to rent a car,NO
15107,6901848,4937054,04/05/1987,Battery died,YES
15108,3490711,145906,25/03/1996,Flat tire,NO
15109,394084,4788620,04/10/1981,Flat tire,NO
15110,3799485,2434591,21/07/1997,Unhappy costumer,YES
15111,7423968,3189492,03/02/1979,Car died,YES
15112,5501606,8222022,07/01/1984,Complaint about a worker,YES
15113,3201308,4104825,29/12/1950,Flat tire,YES
15114,5738250,4493478,25/08/1976,Wants to extend renting period,NO
15115,3264466,5158204,30/01/1976,Wants to update data,YES
15116,5899908,9520856,11/08/1963,Wants to extend renting period,YES
15117,1252074,7909254,15/05/1967,Complaint about a worker,YES
15118,7469776,2810154,05/02/1952,Brakes are broken,YES
15119,4615384,9568133,01/06/1993,Weird noises,YES
15120,3959285,9608778,01/07/1955,Weird noises,YES
15121,5352598,5875214,28/10/1990,Weird noises,YES
15122,7813504,5387626,28/06/1980,Car died,YES
15123,1415248,7092603,06/05/1980,Car died,YES
15124,2791650,9599246,24/04/1967,Wants to extend renting period,NO
15125,68602,9751402,17/08/1998,Brakes are broken,NO
15126,3426102,5935091,26/03/1962,Flat tire,YES
15127,7152271,2198847,17/06/1963,Problem with insurance,NO
15128,9001723,772318,03/01/1969,Battery died,YES
15129,3237152,8033904,21/05/1992,Wants to extend renting period,NO
15130,5438483,589388,03/11/1983,Wants to update data,YES
15131,8136166,7413842,07/07/1995,Weird noises,YES
15132,286839,925053,23/05/1956,Lights are out,YES
15133,1934356,89523,02/10/1997,Lights are out,YES
15134,3202064,6860766,01/02/1981,Car died,NO
15135,2831817,8210557,16/02/1962,Wants to extend renting period,NO
15136,8591989,8644447,21/05/1977,Car died,NO
15137,566951,2220287,22/03/1965,Complaint about a worker,NO
15138,5671765,8876409,23/08/2000,Wants to extend renting period,YES
15139,3442479,1279965,03/08/1985,Wants to extend renting period,YES
15140,9098331,9697087,11/03/1971,Brakes are broken,NO
15141,7053202,1699330,27/12/1975,Brakes are broken,NO
15142,2099735,7561104,08/06/1966,Flat tire,YES
15143,6734395,9852339,01/06/1974,Battery died,YES
15144,7057474,825861,17/07/1959,Flat tire,NO
15145,3997275,9886707,16/07/1958,Wants to rent a car,YES
15146,8740250,754355,04/08/1951,Wants to update data,NO
15147,171169,1080861,12/09/1951,Lights are out,YES
15148,1682337,3340523,01/01/1983,Car died,NO
15149,658532,8631291,07/02/1986,Wants to update data,NO
15150,2624712,6816438,09/07/1964,Car died,YES
15151,6748057,9310246,08/07/1957,Flat tire,YES
15152,59984,9486248,29/11/1960,Car died,NO
15153,7883030,8808885,29/12/1951,Car died,YES
15154,2545179,6347068,24/01/1989,Brakes are broken,NO
15155,1868933,7749064,05/05/1954,Lights are out,YES
15156,2225733,8545545,30/03/1965,Complaint about a worker,NO
15157,5576545,1771880,06/06/1990,Problem with insurance,YES
15158,8409641,3634202,18/03/1963,Complaint about a worker,YES
15159,6720896,8703139,28/03/1982,Wants to update data,YES
15160,7283661,2714708,25/07/1995,Car died,YES
15161,9001473,1578711,20/07/1978,Wants to update data,NO
15162,9319469,9736244,12/03/1995,Problem with insurance,YES
15163,9105181,5554630,25/08/1990,Car died,NO
15164,8883709,9389346,22/04/1969,Broken window,NO
15165,8651056,8166168,22/02/1954,Broken window,YES
15166,6609337,8148919,18/12/1982,Wants to rent a car,YES
15167,9354260,9036342,26/02/1959,Broken window,YES
15168,304288,3776158,12/11/1958,Problem with insurance,YES
15169,916269,7194041,25/02/1987,Car died,NO
15170,9584859,259595,05/08/1980,Battery died,YES
15171,1127103,8616689,18/05/1964,Problem with insurance,NO
15172,9561945,2828367,03/07/1964,Flat tire,YES
15173,4903904,409487,13/04/1999,Wants to rent a car,YES
15174,7722126,3069412,15/12/1994,Brakes are broken,NO
15175,8918259,6188509,06/02/1980,Flat tire,YES
15176,9581375,8062093,29/01/1995,Wants to update data,YES
15177,1175012,3729817,05/10/1988,Brakes are broken,NO
15178,4138322,9882898,29/06/1989,Weird noises,YES
15179,9365627,5000610,13/04/1962,Flat tire,NO
15180,4441299,5878440,19/03/1982,Flat tire,NO
15181,274703,9404021,06/09/1996,Battery died,NO
15182,6832043,1320155,30/05/1982,Car died,YES
15183,4109932,8050802,22/06/1958,Complaint about a worker,NO
15184,4706908,1576634,29/10/1977,Car died,NO
15185,1832724,5384701,25/11/1993,Unhappy costumer,NO
15186,8315350,5818420,05/06/1955,Wants to rent a car,NO
15187,5573644,4100640,07/10/1988,Wants to extend renting period,YES
15188,9870670,6953733,02/06/1971,Wants to extend renting period,YES
15189,728544,9569004,05/04/1958,Unhappy costumer,NO
15190,5607942,9187939,07/12/1978,Broken window,NO
15191,2908643,9266561,19/05/1995,Wants to extend renting period,YES
15192,5147911,3598359,09/08/1967,Wants to rent a car,NO
15193,4273933,7273414,26/12/1966,Problem with insurance,YES
15194,9253487,6045390,25/09/1984,Wants to rent a car,NO
15195,8118244,3820470,28/05/1982,Wants to update data,YES
15196,2751753,6045382,13/12/1985,Problem with insurance,YES
15197,7951549,6423213,29/04/1954,Unhappy costumer,NO
15198,300613,835942,03/07/1968,Wants to rent a car,YES
15199,3722501,2936916,19/03/1962,Wants to rent a car,NO
15200,1293769,2883104,12/04/1986,Battery died,NO
15201,9023916,1956316,31/10/1997,Wants to rent a car,YES
15202,7965221,1530210,24/06/1974,Wants to rent a car,YES
15203,432244,7371864,28/03/1982,Flat tire,NO
15204,115767,827989,08/08/1961,Weird noises,NO
15205,4445449,4711311,07/02/1955,Lights are out,YES
15206,8886572,8255315,22/12/1998,Battery died,YES
15207,5064505,8441749,14/12/1986,Weird noises,YES
15208,7650806,779065,03/02/1983,Flat tire,YES
15209,7158163,8429566,21/02/1991,Wants to update data,YES
15210,5720670,2032588,01/01/1970,Wants to rent a car,YES
15211,8442555,8350389,12/04/1992,Brakes are broken,YES
15212,2513602,2970697,21/12/1973,Complaint about a worker,NO
15213,8494216,9627544,27/04/1962,Unhappy costumer,NO
15214,3919977,2334360,06/05/1986,Wants to update data,YES
15215,4950229,2792522,15/02/1994,Unhappy costumer,YES
15216,6518729,4143939,29/11/1988,Wants to update data,YES
15217,845757,9234537,04/06/1974,Flat tire,NO
15218,8696118,7521207,11/01/1979,Brakes are broken,NO
15219,8612187,1405860,19/10/1954,Unhappy costumer,NO
15220,737841,7668486,26/08/1962,Wants to update data,NO
15221,9016110,1875911,30/01/1991,Wants to update data,NO
15222,2067444,3378609,26/11/1987,Problem with insurance,YES
15223,5207576,826657,02/03/1954,Wants to rent a car,YES
15224,8663995,2910303,11/06/1966,Lights are out,NO
15225,4319680,1939358,30/01/1970,Problem with insurance,NO
15226,3976558,6747314,28/10/1975,Car died,YES
15227,4159479,312711,15/03/1962,Weird noises,NO
15228,7585350,6684955,04/08/1973,Battery died,NO
15229,3772189,3438096,12/11/1980,Car died,YES
15230,3811805,9823970,23/08/1991,Complaint about a worker,NO
15231,2026663,5220329,02/06/1960,Weird noises,YES
15232,7863800,2144115,06/12/1989,Wants to rent a car,NO
15233,9027382,3531344,17/08/1977,Flat tire,YES
15234,9539222,3010012,08/08/1990,Car died,YES
15235,4944924,680596,18/10/1981,Unhappy costumer,YES
15236,9363566,2279010,20/04/2000,Weird noises,YES
15237,5772692,8535996,10/04/1971,Wants to rent a car,NO
15238,4126675,8527241,21/10/1996,Wants to extend renting period,NO
15239,3979070,6552465,30/04/1998,Wants to rent a car,YES
15240,29919,3191412,21/02/1953,Broken window,NO
15241,8622022,3234387,06/08/1996,Wants to extend renting period,NO
15242,6815708,7322679,30/08/1984,Wants to rent a car,NO
15243,4120630,8505695,13/09/1994,Complaint about a worker,YES
15244,5370345,3651766,10/06/1984,Lights are out,YES
15245,7430633,5121912,24/09/1992,Battery died,NO
15246,335619,2221669,28/04/1997,Car died,NO
15247,8365939,9620798,03/06/1965,Flat tire,NO
15248,6298272,2511237,01/07/1989,Wants to rent a car,YES
15249,7565600,5973307,12/09/1967,Wants to rent a car,NO
15250,665664,4644266,26/11/1950,Complaint about a worker,NO
15251,8253813,1627472,20/12/1996,Complaint about a worker,NO
15252,3998308,9446882,24/03/1973,Wants to rent a car,YES
15253,8456139,6623574,29/10/1959,Complaint about a worker,NO
15254,2996378,137465,02/11/1975,Car died,YES
15255,4059267,7934632,18/05/1983,Car died,YES
15256,4033344,7365264,13/03/1993,Unhappy costumer,NO
15257,112885,4159454,31/10/1950,Wants to update data,YES
15258,3217988,8290180,16/07/1977,Unhappy costumer,YES
15259,9804293,663254,04/11/1973,Flat tire,YES
15260,957455,5977067,30/04/1954,Lights are out,NO
15261,7880510,6213294,27/01/1980,Unhappy costumer,NO
15262,9193218,3615521,27/05/1954,Wants to rent a car,NO
15263,1485134,9418230,23/12/1964,Wants to rent a car,NO
15264,4472601,1409351,19/02/1970,Wants to rent a car,YES
15265,8363237,4679340,02/03/1956,Flat tire,YES
15266,4124406,3500626,10/12/1979,Battery died,YES
15267,5510400,30409,20/04/1984,Wants to update data,NO
15268,8931265,9147785,09/12/1960,Unhappy costumer,NO
15269,7910806,7624588,09/06/1972,Wants to extend renting period,YES
15270,5084864,6709831,02/01/1995,Brakes are broken,NO
15271,10663,7088247,29/06/1980,Broken window,NO
15272,8329923,875035,03/01/1950,Wants to update data,YES
15273,494719,705630,11/01/1979,Unhappy costumer,YES
15274,8778935,4989837,10/08/1964,Unhappy costumer,NO
15275,6293178,3326609,26/12/1991,Battery died,NO
15276,8743949,6589831,02/09/1970,Brakes are broken,YES
15277,372370,1996610,26/08/1971,Car died,NO
15278,6186063,9268383,29/09/1969,Car died,YES
15279,9193676,2471367,14/12/1976,Wants to rent a car,NO
15280,9304199,6843103,07/03/1954,Wants to rent a car,NO
15281,458455,8792417,22/04/1958,Lights are out,YES
15282,5494598,4930375,04/07/1954,Flat tire,YES
15283,8715969,9655459,18/04/1969,Complaint about a worker,YES
15284,1118850,9881493,25/11/1963,Lights are out,NO
15285,8221830,3404890,02/10/1965,Wants to update data,NO
15286,2766039,1894019,01/01/2000,Unhappy costumer,NO
15287,1813028,314089,25/04/1963,Weird noises,YES
