COMPLAINT_ID,WorkerID,COSTUMER_ID,Date,Reason,DealtWith
18766,4174199,58,10/08/1987,Lights are out,NO
18767,364783,81,06/04/1956,Complaint about a worker,NO
18768,3028756,26,03/07/1979,Battery died,NO
18769,6228260,94,23/03/1999,Wants to update data,NO
18770,8918119,77,05/11/1964,Wants to update data,NO
18771,2355419,81,11/03/1956,Flat tire,NO
18772,2010733,63,05/09/1959,Weird noises,NO
18773,5608776,28,04/10/1993,Broken window,NO
18774,9498779,96,30/12/1953,Car died,YES
18775,4646700,78,17/02/1979,Unhappy costumer,NO
18776,5052726,88,04/06/1985,Flat tire,NO
18777,5293761,65,13/08/1976,Weird noises,NO
18778,8165500,90,26/09/1989,Broken window,NO
18779,6331613,3,28/10/1956,Weird noises,NO
18780,1016285,12,18/08/1993,Weird noises,NO
18781,2322256,52,16/01/1997,Flat tire,NO
18782,2330638,50,02/06/1990,Problem with insurance,NO
18783,4954123,1,02/04/1971,Problem with insurance,NO
18784,2539504,74,11/03/1956,Lights are out,YES
18785,341342,63,20/11/1961,Complaint about a worker,NO
18786,9857127,9,23/07/1992,Wants to update data,NO
18787,5474737,72,16/08/1966,Wants to extend renting period,YES
18788,2897250,97,02/07/1992,Car died,NO
18789,235383,76,28/07/1981,Flat tire,YES
18790,5664654,73,22/12/1950,Complaint about a worker,YES
18791,7435834,59,06/01/1991,Problem with insurance,YES
18792,8889917,45,24/12/1967,Wants to extend renting period,YES
18793,4557554,88,21/07/1992,Wants to extend renting period,YES
18794,1427295,52,25/05/1981,Wants to update data,NO
18795,4574800,71,27/07/1988,Brakes are broken,YES
18796,5068508,82,17/11/2000,Weird noises,YES
18797,5337715,55,11/10/1985,Wants to extend renting period,YES
18798,660805,77,09/08/1997,Unhappy costumer,YES
18799,7907760,64,30/12/1991,Weird noises,NO
18800,7436024,49,25/07/1960,Lights are out,YES
18801,3939991,43,05/04/1954,Lights are out,NO
18802,1113329,73,14/02/1964,Broken window,YES
18803,8122603,67,21/12/1958,Unhappy costumer,NO
18804,1029114,91,19/05/1971,Lights are out,YES
18805,603393,46,24/06/1980,Flat tire,NO
18806,4860127,18,06/04/1974,Complaint about a worker,YES
18807,9761613,20,08/03/1996,Brakes are broken,NO
18808,5574498,27,22/07/1978,Unhappy costumer,YES
18809,9264082,17,11/09/1970,Flat tire,NO
18810,9889481,1,18/09/1988,Wants to update data,YES
18811,6961127,89,23/07/1979,Flat tire,YES
18812,3240123,90,18/03/1993,Complaint about a worker,NO
18813,9987876,83,25/03/1975,Wants to rent a car,YES
18814,8536357,58,29/11/1988,Complaint about a worker,NO
18815,2982560,54,08/03/1978,Flat tire,NO
18816,5750052,45,03/11/1969,Wants to rent a car,YES
18817,4007194,25,21/09/1995,Broken window,YES
18818,4295060,73,30/12/1958,Wants to update data,YES
18819,4541074,23,04/11/1982,Unhappy costumer,YES
18820,1997507,25,26/08/1995,Broken window,NO
18821,207714,45,16/02/1999,Problem with insurance,YES
18822,9531085,14,30/04/1971,Battery died,NO
18823,3628598,51,13/06/1964,Complaint about a worker,YES
18824,8247966,44,12/05/1994,Weird noises,YES
18825,6387969,67,06/10/1993,Wants to extend renting period,YES
18826,8110033,6,16/11/1993,Wants to rent a car,NO
18827,3184765,51,13/04/1952,Brakes are broken,YES
18828,9221279,91,14/05/1957,Car died,YES
18829,7795115,6,05/07/1970,Lights are out,NO
18830,6864334,81,26/08/1952,Weird noises,NO
18831,8603740,95,08/09/1959,Problem with insurance,NO
18832,8684905,4,23/05/1969,Flat tire,YES
18833,4541033,90,21/03/1954,Weird noises,NO
18834,224214,73,24/08/1966,Wants to rent a car,NO
18835,5763720,59,12/12/2000,Lights are out,NO
18836,4884206,89,29/01/1963,Car died,NO
18837,1968977,23,26/08/1984,Flat tire,NO
18838,6285,74,10/05/1994,Battery died,YES
18839,3411694,65,24/11/1967,Weird noises,YES
18840,9659695,95,30/07/1979,Unhappy costumer,NO
18841,6868860,55,26/02/1993,Broken window,NO
18842,5947206,87,06/02/1998,Problem with insurance,NO
18843,6546691,74,31/12/1990,Unhappy costumer,YES
18844,2849287,91,28/07/1993,Wants to update data,NO
18845,1002602,7,20/05/1992,Wants to rent a car,NO
18846,2421959,6,13/02/1989,Wants to update data,YES
18847,424678,68,19/07/1992,Wants to rent a car,NO
18848,2340321,99,17/08/1951,Flat tire,YES
18849,5445935,13,07/03/1979,Brakes are broken,NO
18850,1564582,56,03/08/1976,Complaint about a worker,YES
18851,3365651,35,11/11/1971,Broken window,NO
18852,7295755,19,29/04/1977,Brakes are broken,YES
18853,9834452,70,13/08/1964,Problem with insurance,NO
18854,1708912,31,12/07/1989,Battery died,NO
18855,1099252,48,20/11/1969,Battery died,YES
18856,412793,7,30/04/1968,Brakes are broken,YES
18857,3172450,92,10/04/1989,Complaint about a worker,YES
18858,2612971,15,12/10/1982,Wants to update data,YES
18859,5210131,13,29/06/1972,Wants to rent a car,YES
18860,6226116,92,16/02/1963,Car died,YES
18861,122768,8,14/11/1981,Wants to extend renting period,NO
18862,6777129,80,10/09/1988,Wants to rent a car,YES
18863,8541960,77,02/10/1971,Lights are out,YES
18864,8023368,5,06/09/1971,Flat tire,NO
18865,259224,3,07/01/1969,Lights are out,YES
18866,7618767,23,30/11/1965,Car died,NO
18867,8119725,59,09/10/1979,Wants to update data,NO
18868,2238289,56,20/02/1993,Wants to rent a car,YES
18869,6620253,40,07/11/1986,Complaint about a worker,YES
18870,491718,96,29/06/1978,Problem with insurance,YES
18871,5676107,93,18/12/1957,Wants to update data,YES
18872,6727801,64,31/03/1979,Brakes are broken,YES
18873,6952217,97,20/10/1991,Problem with insurance,NO
18874,6182872,94,19/12/1970,Broken window,YES
18875,4370171,37,05/09/1989,Wants to rent a car,YES
18876,9278378,73,28/04/1955,Problem with insurance,NO
18877,5554102,43,17/03/1999,Lights are out,YES
18878,8257843,50,23/02/1991,Weird noises,NO
18879,1067514,1,12/04/1995,Flat tire,NO
18880,9489449,28,07/05/1975,Brakes are broken,NO
18881,4074012,45,24/06/1990,Problem with insurance,NO
18882,5944487,74,09/11/1972,Car died,YES
18883,5805029,17,31/07/1997,Car died,NO
18884,5291133,67,16/07/1998,Complaint about a worker,NO
18885,6914638,17,13/11/1971,Complaint about a worker,YES
18886,6984695,80,30/04/1962,Wants to rent a car,YES
18887,8506169,92,11/05/1980,Complaint about a worker,NO
18888,8081814,17,09/01/1993,Wants to rent a car,NO
18889,2581359,27,25/05/1982,Unhappy costumer,NO
18890,88759,55,09/05/1968,Unhappy costumer,NO
18891,6586724,20,09/03/1966,Complaint about a worker,NO
18892,7990828,98,10/01/1966,Weird noises,YES
18893,8343437,76,22/07/1993,Wants to rent a car,NO
18894,2027214,86,06/03/1984,Wants to extend renting period,NO
18895,1183783,5,04/09/1986,Unhappy costumer,YES
18896,3359972,25,16/08/1987,Lights are out,YES
18897,6587468,55,24/11/1994,Wants to update data,NO
18898,7010100,62,14/04/1987,Weird noises,NO
18899,6517804,65,28/09/1984,Flat tire,NO
18900,3868447,71,10/08/1989,Brakes are broken,YES
18901,4063095,29,16/09/1995,Wants to update data,NO
18902,9401794,55,31/07/1955,Problem with insurance,YES
18903,9233003,46,18/10/1987,Wants to rent a car,YES
18904,7840472,29,09/05/1958,Wants to rent a car,YES
18905,6397525,17,17/09/1989,Wants to update data,YES
18906,3432125,41,14/06/1952,Broken window,NO
18907,3099534,50,31/12/1986,Battery died,YES
18908,5922747,21,16/06/1976,Wants to update data,NO
18909,1504285,24,21/02/1951,Wants to rent a car,YES
18910,9984652,49,06/02/1959,Wants to update data,YES
18911,3576827,45,15/09/1973,Brakes are broken,YES
18912,3864521,26,25/05/1955,Battery died,YES
18913,3510769,32,07/02/1993,Wants to rent a car,YES
18914,2270731,22,09/02/1983,Weird noises,NO
18915,7171283,31,21/03/1987,Weird noises,NO
18916,2545199,36,18/11/1957,Flat tire,YES
18917,5317355,3,06/02/1966,Wants to rent a car,NO
18918,6687364,44,16/07/1960,Wants to extend renting period,NO
18919,7897476,17,17/10/1958,Car died,YES
18920,4965366,27,29/11/1977,Car died,NO
18921,2163610,44,11/08/1955,Unhappy costumer,YES
18922,8504819,77,08/03/1967,Wants to extend renting period,NO
18923,4658264,12,24/02/1961,Unhappy costumer,YES
18924,7586822,56,17/02/1997,Complaint about a worker,YES
18925,2067152,71,13/10/1967,Car died,YES
18926,5728159,42,11/06/1978,Car died,YES
18927,4415171,93,09/11/1994,Brakes are broken,YES
18928,5063932,82,18/01/1979,Wants to rent a car,YES
18929,5593464,63,02/11/1951,Wants to extend renting period,YES
18930,7200170,28,06/10/1975,Flat tire,NO
18931,5428285,28,09/07/1965,Problem with insurance,YES
18932,4797351,7,14/12/1986,Complaint about a worker,NO
18933,8382673,74,26/12/1968,Weird noises,NO
18934,3787739,16,14/08/1959,Complaint about a worker,NO
18935,320914,13,08/09/1964,Weird noises,YES
18936,6714152,38,10/11/1995,Wants to update data,YES
18937,4550264,51,07/11/1960,Complaint about a worker,NO
18938,9101598,82,14/05/1973,Unhappy costumer,NO
18939,7831012,41,11/01/1982,Lights are out,YES
18940,629380,78,30/05/1978,Wants to update data,NO
18941,7759637,13,25/04/1975,Car died,NO
18942,5491869,98,23/05/1976,Weird noises,NO
18943,4334955,51,08/02/1980,Battery died,NO
18944,997681,52,30/06/1986,Lights are out,NO
18945,7024453,90,13/06/1953,Problem with insurance,YES
18946,5363516,78,17/02/1996,Car died,NO
18947,1030385,63,29/05/1952,Brakes are broken,NO
18948,7500499,41,12/03/1952,Car died,NO
18949,3351085,97,27/06/1985,Flat tire,NO
18950,7673579,29,02/01/1960,Weird noises,YES
18951,6994501,72,03/03/1953,Wants to rent a car,NO
18952,2604560,93,23/01/1977,Problem with insurance,NO
18953,394046,89,26/12/1962,Flat tire,YES
18954,898418,64,23/03/1976,Lights are out,YES
18955,1810496,57,23/02/1965,Weird noises,NO
18956,1592738,10,23/07/1974,Wants to rent a car,NO
18957,6714575,97,05/09/1971,Wants to update data,NO
18958,9655760,22,12/03/1999,Brakes are broken,NO
18959,7258406,38,06/01/1957,Complaint about a worker,NO
18960,5322743,1,24/02/1983,Wants to rent a car,NO
18961,7404808,37,23/02/1973,Broken window,YES
18962,6304440,9,17/06/1979,Lights are out,YES
18963,5619101,68,13/10/1992,Flat tire,NO
18964,7856081,54,22/07/1965,Weird noises,YES
18965,3444381,71,02/03/1951,Weird noises,YES
18966,1199337,20,22/04/1961,Wants to rent a car,YES
18967,4035409,68,10/04/1986,Flat tire,YES
18968,4085600,77,14/04/1955,Complaint about a worker,NO
18969,7410925,37,27/03/1992,Brakes are broken,YES
18970,1075391,97,05/10/1993,Problem with insurance,YES
18971,5803686,79,05/05/1978,Car died,NO
18972,867500,89,19/10/1955,Car died,YES
18973,2347341,85,29/06/1996,Wants to rent a car,YES
18974,3483607,88,28/03/1977,Wants to rent a car,NO
18975,6141787,51,28/04/1978,Car died,NO
18976,48299,69,04/10/1972,Problem with insurance,YES
18977,7324530,88,30/04/1951,Wants to extend renting period,YES
18978,3000971,71,10/01/1966,Lights are out,NO
18979,4040131,96,13/07/1958,Lights are out,YES
18980,6168362,11,01/05/1964,Battery died,NO
18981,686542,8,06/05/1996,Problem with insurance,YES
18982,1734799,1,09/08/1983,Lights are out,NO
18983,8901399,36,01/10/1995,Lights are out,NO
18984,7765086,77,13/08/1986,Wants to rent a car,YES
18985,8357470,99,14/06/1967,Broken window,NO
18986,6956642,81,10/08/1973,Unhappy costumer,NO
18987,6482733,53,30/03/1961,Wants to rent a car,NO
18988,7790501,27,07/12/1969,Flat tire,YES
18989,553358,67,10/01/1960,Weird noises,NO
18990,3274072,87,11/01/1986,Weird noises,NO
18991,7171060,72,05/06/1952,Wants to extend renting period,NO
18992,3738688,54,25/05/1982,Brakes are broken,NO
18993,7572476,74,15/06/1999,Wants to rent a car,YES
18994,7444300,66,16/03/1988,Lights are out,NO
18995,3663703,91,06/01/1993,Brakes are broken,YES
18996,7988745,86,23/10/1999,Unhappy costumer,NO
18997,4522354,84,03/11/1996,Unhappy costumer,YES
18998,5305768,91,10/04/1958,Flat tire,NO
18999,5819777,67,07/02/1955,Wants to update data,YES
19000,7344151,74,26/04/1976,Problem with insurance,NO
19001,632569,99,26/09/1989,Car died,NO
19002,9628267,12,15/07/1955,Complaint about a worker,YES
19003,8530409,81,04/04/1986,Broken window,YES
19004,7574358,62,17/02/1951,Wants to extend renting period,NO
19005,5807647,53,02/03/1951,Brakes are broken,NO
19006,8711938,97,17/08/1969,Complaint about a worker,NO
19007,1438220,46,26/10/1950,Weird noises,YES
19008,7387428,23,11/12/1982,Battery died,YES
19009,686461,53,05/06/1999,Brakes are broken,YES
19010,3221556,14,05/09/1955,Weird noises,YES
19011,2639987,2,09/02/1954,Problem with insurance,NO
19012,5901726,9,21/09/1961,Wants to rent a car,YES
19013,7370878,6,20/04/1963,Battery died,NO
19014,6033388,83,16/12/1990,Lights are out,YES
19015,8260401,11,24/06/1968,Flat tire,NO
19016,8425885,53,28/03/1996,Problem with insurance,NO
19017,785735,58,06/06/1987,Wants to extend renting period,NO
19018,2554322,74,26/01/1976,Wants to update data,NO
19019,3607029,49,23/02/1993,Wants to update data,NO
19020,9385757,59,01/10/1981,Problem with insurance,YES
19021,5773853,83,07/10/1974,Battery died,YES
19022,9973305,60,07/12/1970,Lights are out,NO
19023,4160344,61,13/02/1984,Wants to rent a car,YES
19024,1136370,25,16/05/1961,Brakes are broken,YES
19025,6566562,84,03/03/1984,Problem with insurance,YES
19026,4057684,30,24/02/1955,Lights are out,NO
19027,2152214,56,05/01/1999,Unhappy costumer,NO
19028,9470551,93,03/05/1959,Car died,NO
19029,5430583,26,06/01/1974,Wants to rent a car,NO
19030,7425941,65,24/11/1970,Problem with insurance,YES
19031,9264251,87,29/04/1989,Car died,NO
19032,3268813,28,20/03/1950,Wants to rent a car,YES
19033,3720012,92,16/02/1975,Broken window,NO
19034,8788025,43,17/05/1971,Flat tire,YES
19035,30051,43,16/05/1957,Wants to extend renting period,YES
19036,4238082,7,04/08/1994,Unhappy costumer,YES
19037,5034580,64,09/10/1994,Battery died,NO
19038,279895,37,12/01/1965,Brakes are broken,YES
19039,27901,81,02/07/1980,Battery died,NO
19040,2301525,69,08/07/1978,Wants to rent a car,YES
19041,923337,15,06/09/1967,Broken window,NO
19042,2835614,54,24/12/1984,Problem with insurance,YES
19043,7807700,66,14/05/1999,Broken window,YES
19044,9448547,71,16/01/1966,Lights are out,NO
19045,1662476,15,25/05/1960,Wants to rent a car,YES
19046,1177136,37,09/03/1976,Problem with insurance,YES
19047,3839418,49,07/08/1984,Broken window,NO
19048,8645281,90,21/01/1985,Wants to update data,YES
19049,3951702,85,11/08/1984,Flat tire,NO
19050,2605008,66,16/08/1971,Weird noises,NO
19051,4691823,97,18/08/1964,Wants to extend renting period,YES
19052,1659553,4,14/02/1967,Unhappy costumer,YES
19053,7212574,68,14/10/1971,Problem with insurance,YES
19054,6727734,98,17/02/1969,Weird noises,NO
19055,4577800,37,16/07/1993,Problem with insurance,YES
19056,5999232,55,20/05/1952,Problem with insurance,NO
19057,1626314,45,07/12/1996,Weird noises,YES
19058,425988,16,12/10/1970,Brakes are broken,NO
19059,6049367,11,14/03/1970,Brakes are broken,YES
19060,3800826,49,14/09/1951,Car died,NO
19061,7962576,46,12/08/1965,Car died,NO
19062,4588003,16,25/10/1990,Broken window,YES
19063,490054,49,30/04/1950,Car died,YES
19064,9893657,100,02/09/2000,Flat tire,NO
19065,3947522,68,07/12/1967,Broken window,NO
19066,6921486,29,01/12/1970,Complaint about a worker,YES
19067,3942131,3,17/11/1997,Brakes are broken,NO
19068,2577226,89,13/10/1977,Problem with insurance,NO
19069,9753024,51,08/12/1966,Lights are out,NO
19070,7866906,51,11/10/1959,Battery died,NO
19071,1251697,2,23/07/1959,Weird noises,YES
19072,1622392,88,08/11/1998,Unhappy costumer,NO
19073,3430913,78,24/08/1995,Wants to rent a car,YES
19074,7651627,18,05/06/1973,Complaint about a worker,YES
19075,7918179,98,24/12/1979,Wants to update data,NO
19076,6165362,84,21/11/1970,Flat tire,YES
19077,4639638,54,20/03/1955,Flat tire,YES
19078,7012876,29,02/12/1966,Unhappy costumer,NO
19079,1287213,48,12/06/1956,Flat tire,YES
19080,2230284,63,22/04/1982,Unhappy costumer,YES
19081,785941,31,28/12/1970,Weird noises,NO
19082,6880498,35,03/06/1991,Car died,YES
19083,4397551,98,01/03/1956,Wants to extend renting period,NO
19084,1479978,53,26/09/1987,Brakes are broken,NO
19085,9134129,36,21/11/1961,Lights are out,NO
19086,9572313,63,12/03/1952,Brakes are broken,YES
19087,4309365,30,10/06/1982,Wants to rent a car,YES
19088,3532050,3,04/09/1960,Wants to rent a car,YES
19089,6460577,81,20/12/1999,Unhappy costumer,YES
19090,3372951,49,25/06/1958,Wants to extend renting period,YES
19091,5288509,64,02/04/1985,Complaint about a worker,NO
19092,9473668,35,25/01/1952,Car died,YES
19093,3455473,94,19/02/1998,Flat tire,NO
19094,7163373,93,09/01/1988,Wants to extend renting period,NO
19095,5064522,23,25/12/1987,Brakes are broken,YES
19096,125805,62,29/08/1950,Battery died,YES
19097,645999,85,17/04/1990,Battery died,NO
19098,2085236,32,13/08/1983,Unhappy costumer,NO
19099,8053946,82,05/11/1977,Battery died,YES
19100,6316749,50,07/02/1999,Complaint about a worker,NO
19101,4210326,77,14/07/1994,Wants to rent a car,YES
19102,740199,35,19/06/1962,Battery died,YES
19103,2135687,93,01/08/1999,Car died,NO
19104,714027,19,07/01/1985,Wants to update data,YES
19105,4897636,14,14/04/1989,Battery died,YES
19106,1206550,46,27/01/1986,Battery died,NO
19107,3328885,76,21/06/1987,Wants to update data,YES
19108,9035836,47,11/01/1965,Flat tire,NO
19109,3741028,59,09/06/1987,Broken window,NO
19110,1055693,3,23/01/1986,Flat tire,NO
19111,2236946,88,30/09/1991,Car died,NO
19112,4332725,23,16/08/1959,Wants to update data,YES
19113,4035773,73,16/08/1953,Flat tire,YES
19114,1240883,58,07/10/1971,Weird noises,NO
19115,7856780,83,30/03/1989,Unhappy costumer,NO
19116,7650946,96,25/06/1954,Problem with insurance,NO
19117,29784,4,15/11/1954,Car died,YES
19118,7889174,36,07/07/1967,Car died,NO
19119,8703055,39,21/06/1992,Lights are out,NO
19120,5928272,73,17/06/1992,Brakes are broken,YES
19121,886870,12,12/04/1979,Car died,NO
19122,4962313,32,06/07/1960,Flat tire,NO
19123,107311,65,30/04/1978,Problem with insurance,YES
19124,8866157,34,24/04/1990,Unhappy costumer,YES
19125,4193376,97,28/05/1962,Problem with insurance,YES
19126,7131859,74,21/10/1990,Flat tire,NO
19127,2969931,73,15/08/1992,Car died,NO
19128,7807344,12,08/10/1988,Wants to rent a car,YES
19129,5100074,66,16/06/1989,Wants to rent a car,NO
19130,4336031,22,01/04/1957,Wants to update data,NO
19131,9480149,52,23/02/1999,Wants to rent a car,NO
19132,7417334,85,26/12/1958,Battery died,NO
19133,4372727,82,20/04/1965,Broken window,YES
19134,4746956,91,31/12/1986,Battery died,NO
19135,5738342,57,02/04/1956,Wants to rent a car,NO
19136,3383148,99,06/07/1998,Battery died,NO
19137,3994094,5,07/07/1957,Flat tire,YES
19138,5792514,85,17/05/1969,Flat tire,YES
19139,2378218,63,24/02/1950,Unhappy costumer,NO
19140,1403305,83,29/04/1966,Car died,YES
19141,253761,36,01/11/1958,Complaint about a worker,YES
19142,5806840,93,09/11/1999,Flat tire,YES
19143,2249724,37,29/03/1977,Wants to extend renting period,NO
19144,4123636,63,21/02/1953,Wants to update data,YES
19145,9810169,22,01/03/1989,Wants to extend renting period,NO
19146,5745776,17,16/10/1992,Complaint about a worker,NO
19147,8545416,18,28/12/1957,Brakes are broken,NO
19148,7479105,96,31/12/1980,Weird noises,NO
19149,4429434,52,08/03/1986,Weird noises,YES
19150,3418030,98,03/08/1988,Weird noises,NO
19151,8688599,48,27/01/1954,Car died,YES
19152,4850820,41,26/11/1982,Car died,YES
19153,7666736,75,17/05/1989,Wants to extend renting period,YES
19154,6996409,17,06/03/1966,Brakes are broken,YES
19155,2509429,68,18/08/1997,Flat tire,NO
19156,9566912,44,08/06/1998,Problem with insurance,YES
19157,7953511,80,12/10/1959,Battery died,YES
19158,11872,70,15/10/1996,Wants to extend renting period,YES
19159,371443,8,03/10/1956,Wants to update data,YES
19160,4442165,44,29/02/2000,Weird noises,YES
19161,9311309,30,16/01/1967,Lights are out,NO
19162,9129566,49,05/03/1955,Lights are out,YES
19163,2436726,90,10/10/1995,Car died,YES
19164,3304144,77,30/07/1989,Wants to extend renting period,NO
19165,30723,74,05/05/1961,Car died,NO
19166,8626304,60,25/07/1970,Complaint about a worker,YES
19167,8308219,19,08/06/1950,Wants to extend renting period,YES
19168,9617173,20,04/01/1979,Wants to extend renting period,NO
19169,3840166,61,28/06/1971,Brakes are broken,YES
19170,6412209,64,24/01/1978,Brakes are broken,YES
19171,9118828,58,02/06/1956,Flat tire,NO
19172,6905359,7,13/02/1965,Battery died,YES
19173,4895341,78,06/09/1951,Flat tire,NO
19174,7513447,78,02/05/1997,Wants to rent a car,YES
19175,9702127,56,07/07/1959,Wants to update data,YES
19176,2233008,60,01/04/1956,Lights are out,YES
19177,8979469,79,19/09/1988,Car died,NO
19178,6585091,24,28/06/1952,Wants to update data,YES
19179,6444207,39,10/10/1985,Car died,NO
19180,4146474,55,07/10/1971,Flat tire,YES
19181,4723570,77,24/06/1963,Car died,YES
19182,8113889,5,02/11/1967,Car died,NO
19183,2956562,15,06/09/1953,Brakes are broken,NO
19184,5042246,77,06/10/1973,Lights are out,NO
19185,6321662,7,24/04/1989,Complaint about a worker,YES
19186,3035722,24,04/06/1998,Problem with insurance,YES
19187,2895394,88,27/10/1967,Complaint about a worker,YES
19188,8060521,84,21/10/1999,Wants to update data,YES
19189,7369399,14,06/10/1995,Car died,NO
19190,7808529,96,28/06/1967,Wants to update data,YES
19191,7985104,6,31/12/1975,Problem with insurance,YES
19192,9981794,78,15/11/1951,Car died,NO
19193,5535011,17,11/08/1988,Broken window,YES
19194,6908736,46,29/01/1976,Broken window,YES
19195,2928465,18,06/02/1986,Wants to rent a car,NO
19196,6922924,97,11/04/1958,Broken window,YES
19197,1129328,60,17/05/1996,Problem with insurance,NO
19198,2529634,33,08/02/1958,Car died,NO
19199,4790608,50,27/08/1950,Battery died,YES
19200,1782424,43,21/07/1950,Problem with insurance,NO
19201,7079101,57,20/05/1985,Flat tire,YES
19202,7047050,97,01/08/1962,Wants to rent a car,NO
19203,5213727,98,23/04/1954,Brakes are broken,YES
19204,7242598,93,28/03/1977,Flat tire,NO
19205,9069693,47,23/12/1972,Wants to update data,NO
19206,419027,18,07/10/1979,Brakes are broken,NO
19207,4486189,99,04/03/1967,Weird noises,YES
19208,1023911,52,26/10/1994,Flat tire,YES
19209,7144175,17,10/06/1971,Flat tire,YES
19210,517732,57,23/09/1959,Battery died,YES
19211,8769390,19,25/09/1991,Car died,NO
19212,3860641,34,21/10/1954,Complaint about a worker,YES
19213,2248728,28,31/12/1975,Car died,NO
19214,191352,79,30/08/1963,Unhappy costumer,NO
19215,9981723,91,21/03/1954,Wants to rent a car,YES
19216,6328279,50,01/06/1966,Wants to extend renting period,YES
19217,4378409,93,29/12/1961,Wants to extend renting period,YES
19218,630726,46,28/08/1980,Unhappy costumer,YES
19219,2793982,35,14/11/1969,Broken window,NO
19220,8081563,47,17/02/1998,Wants to extend renting period,NO
19221,4052309,60,03/01/1997,Wants to rent a car,YES
19222,6141877,86,10/02/2000,Problem with insurance,NO
19223,9901201,12,27/08/1957,Wants to rent a car,NO
19224,6727490,73,23/01/1992,Wants to update data,YES
19225,652615,94,14/03/1965,Problem with insurance,NO
19226,5272034,54,12/03/1964,Unhappy costumer,NO
19227,6866757,62,13/06/1964,Wants to rent a car,NO
19228,769861,55,19/01/1958,Wants to rent a car,YES
19229,199037,8,17/09/1990,Battery died,YES
19230,3721873,70,15/01/1960,Wants to rent a car,YES
19231,9693335,16,17/09/1985,Wants to rent a car,NO
19232,172244,58,18/03/1978,Flat tire,NO
19233,2377492,59,18/01/1970,Weird noises,YES
19234,5977180,34,29/03/1953,Lights are out,YES
19235,5987136,16,29/11/1999,Battery died,YES
19236,8644441,96,11/03/1962,Weird noises,YES
19237,9311777,23,23/03/1995,Flat tire,YES
19238,5166793,21,06/06/1968,Wants to update data,YES
19239,2415569,65,03/08/1979,Wants to rent a car,NO
19240,8480363,33,18/07/1954,Brakes are broken,YES
19241,772516,70,09/06/1989,Complaint about a worker,NO
19242,5844790,89,03/11/1961,Unhappy costumer,NO
19243,4572132,1,22/01/1964,Wants to update data,NO
19244,354220,93,11/07/1954,Unhappy costumer,NO
19245,8663275,32,01/12/1959,Wants to update data,YES
19246,3990506,71,01/05/1961,Flat tire,YES
19247,8525798,36,07/05/1950,Brakes are broken,YES
19248,1693463,66,19/01/1988,Unhappy costumer,YES
19249,9492109,30,04/05/1963,Wants to update data,NO
19250,3562583,56,06/10/1989,Wants to update data,NO
19251,7945274,49,03/01/1959,Problem with insurance,YES
19252,8628234,61,04/09/1970,Wants to rent a car,YES
19253,7930336,11,06/09/1961,Lights are out,NO
19254,7208359,51,05/11/1957,Problem with insurance,NO
19255,9657876,8,19/08/1990,Car died,YES
19256,6978643,54,02/09/1968,Weird noises,NO
19257,8506924,1,11/04/1991,Battery died,NO
19258,4792208,54,08/07/1981,Car died,NO
19259,9810599,13,23/05/1972,Complaint about a worker,YES
19260,1432306,66,17/01/1976,Weird noises,YES
19261,963719,37,01/10/1955,Wants to rent a car,YES
19262,9448156,75,17/09/1988,Flat tire,YES
19263,2407515,64,18/03/1974,Car died,NO
19264,9891671,70,05/03/1955,Unhappy costumer,YES
19265,1618570,90,27/07/2000,Weird noises,NO
19266,716881,70,05/11/1975,Wants to rent a car,YES
19267,1159808,19,19/06/1987,Wants to extend renting period,YES
19268,955312,52,16/04/1969,Wants to rent a car,NO
19269,941057,59,23/05/1984,Broken window,NO
19270,5375240,81,06/09/1974,Wants to extend renting period,NO
19271,2670036,75,05/04/1985,Wants to rent a car,NO
19272,1149765,39,06/01/1978,Complaint about a worker,NO
19273,4493035,4,12/06/1992,Lights are out,YES
19274,8821521,76,10/11/1973,Battery died,YES
19275,6231523,66,08/06/2000,Car died,NO
19276,2520603,26,18/09/1956,Flat tire,NO
19277,2672257,20,22/10/1951,Wants to rent a car,YES
19278,22554,12,04/09/2000,Wants to rent a car,YES
19279,2751520,91,17/11/1954,Complaint about a worker,NO
19280,6471474,92,16/06/1998,Complaint about a worker,NO
19281,4265282,87,22/06/1975,Wants to rent a car,YES
19282,3340737,56,08/07/1980,Complaint about a worker,YES
19283,3937195,55,05/02/1966,Car died,YES
19284,1962374,65,02/01/1959,Car died,YES
19285,7612627,51,23/03/1963,Unhappy costumer,NO
19286,2843174,75,31/03/1956,Wants to update data,YES
19287,5677321,2,06/11/1969,Unhappy costumer,NO
19288,2118264,44,06/05/1985,Flat tire,NO
19289,1899092,15,10/02/1981,Lights are out,YES
19290,2177604,32,17/12/1991,Unhappy costumer,NO
19291,7097152,91,11/06/1994,Wants to rent a car,YES
19292,7283457,76,03/03/1988,Wants to rent a car,YES
19293,7956116,13,21/06/1993,Wants to rent a car,NO
19294,8999013,80,14/05/1964,Flat tire,YES
19295,3078226,6,18/11/2000,Battery died,YES
19296,9377000,24,19/10/1999,Wants to update data,YES
19297,4128030,6,15/09/1968,Unhappy costumer,YES
19298,1054398,9,16/03/1969,Wants to extend renting period,NO
19299,1137882,13,12/06/1955,Brakes are broken,YES
19300,4817951,63,10/06/1971,Broken window,NO
19301,6912061,27,18/08/1996,Wants to update data,NO
19302,1459162,75,31/07/1953,Unhappy costumer,YES
